ID;FULL_NAME;AGE;GENDER
1046;conventional porcupine;95;Z
1047;red deer;15;Z
1048;daily wombat;99;M
1049;delightful deer;87;M
1050;manual pinniped;25;M
1051;poor ermine;56;M
1052;resonant wallaby;92;M
1053;dirty lion;27;M
1054;lesser marsupial;41;M
1055;puny thrush;67;Z
1056;concerned canidae;45;M
1057;tired jay;85;M
1058;disturbed lemming;86;Z
1059;fatal wombat;73;M
1060;drunk landfowl;31;Z
1061;unusual caterpillar;86;M
1062;flaky sailfish;82;Z
1063;mute cheetah;56;M
1064;economic macaw;25;M
1065;greasy quail;39;M
1066;stingy boar;61;Z
1067;busy ant;49;M
1068;dusty flamingo;52;M
1069;weird goldfish;48;Z
1070;tough chinchilla;37;Z
1071;wooden tyrannosaurus;26;Z
1072;evident ant;14;Z
1073;sensible cat;59;M
1074;territorial stork;15;M
1075;uncertain gazelle;63;M
1076;mature centipede;67;Z
1077;socialist blackbird;38;Z
1078;splendid hornet;96;M
1079;given cat;83;Z
1080;presidential caterpillar;41;Z
1081;superb horse;84;Z
1082;wide cat;21;M
1083;soft condor;11;Z
1084;wee ape;86;Z
1085;sleepy emu;46;Z
1086;green parrotfish;37;M
1087;cool cougar;76;M
1088;conventional gopher;80;M
1089;mature emu;70;M
1090;jolly crocodile;29;M
1091;working raven;69;Z
1092;silly swordfish;69;Z
1093;consistent minnow;51;Z
1094;cold hawk;85;M
1095;cautious reptile;81;M
1096;sound ox;91;M
1097;steep whitefish;58;Z
1098;arbitrary primate;78;Z
1099;surrounding gerbil;12;Z
1100;powerful ape;88;Z
1101;artificial buzzard;89;M
1102;coherent anaconda;20;Z
1103;superior haddock;41;Z
1104;separate donkey;39;M
1105;harsh catfish;11;Z
1106;novel dolphin;73;Z
1107;working cow;55;Z
1108;exceptional cephalopod;34;M
1109;rival chinchilla;70;M
1110;shaggy mink;91;M
1111;fluffy grouse;20;M
1112;minimal llama;94;Z
1113;grand dingo;19;M
1114;drab bovid;41;Z
1115;thoughtful dragon;59;M
1116;husky moth;25;Z
1117;deep turkey;93;M
1118;filthy goat;95;M
1119;remarkable peafowl;87;M
1120;slippery vulture;50;Z
1121;zany damselfly;57;M
1122;decent zebra;18;Z
1123;gastric vulture;82;M
1124;fond xerinae;83;Z
1125;extraordinary limpet;55;Z
1126;male camel;57;M
1127;commercial fly;45;M
1128;bloody parakeet;20;Z
1129;grotesque toucan;26;M
1130;ugliest antelope;98;Z
1131;light impala;68;Z
1132;intact mole;53;Z
1133;weary frog;54;M
1134;accurate ape;99;M
1135;excellent lizard;74;Z
1136;united octopus;92;M
1137;clever kangaroo;63;M
1138;conservation dragonfly;88;Z
1139;visual leech;12;Z
1140;fond starfish;20;Z
1141;blushing platypus;88;Z
1142;constitutional termite;33;M
1143;honest constrictor;49;M
1144;sharp roundworm;16;Z
1145;huge newt;63;M
1146;growing hedgehog;54;Z
1147;agreeable tuna;45;Z
1148;bad monkey;97;M
1149;modern gazelle;33;Z
1150;main narwhal;58;M
1151;simple walrus;66;Z
1152;fat earwig;51;Z
1153;eerie whitefish;51;M
1154;coming rhinoceros;77;M
1155;obvious dinosaur;16;M
1156;embarrassing wolverine;77;Z
1157;selected quelea;58;M
1158;criminal mule;69;Z
1159;superior rooster;88;M
1160;consistent warbler;77;M
1161;preliminary aardwolf;63;M
1162;doubtful orca;99;Z
1163;fellow kangaroo;27;M
1164;divine booby;66;Z
1165;rigid loon;60;Z
1166;deafening cat;24;Z
1167;fit cockroach;47;Z
1168;immediate scallop;86;M
1169;drab emu;58;M
1170;wooden beaver;81;M
1171;unsightly giraffe;63;M
1172;hungry reptile;40;M
1173;retail mackerel;76;Z
1174;conservative leopard;59;M
1175;square snipe;63;M
1176;sensitive smelt;88;M
1177;smoggy tiglon;30;Z
1178;crowded badger;68;M
1179;amateur swordfish;60;Z
1180;rainy python;94;Z
1181;doubtful shark;19;M
1182;appalling gull;32;M
1183;prime hookworm;18;Z
1184;wrong bison;13;M
1185;meaningful albatross;14;Z
1186;political alpaca;75;M
1187;sore guineafowl;17;Z
1188;irrelevant lion;94;M
1189;average barnacle;91;M
1190;real bandicoot;84;Z
1191;prominent landfowl;46;Z
1192;passive tarantula;61;M
1193;hidden angelfish;95;M
1194;tough carp;44;M
1195;grim baboon;51;Z
1196;chubby loon;65;M
1197;uninterested spider;11;M
1198;late coral;10;Z
1199;different iguana;43;M
1200;mild ape;92;Z
1201;continuous quokka;71;M
1202;automatic rabbit;46;M
1203;sunny sole;17;Z
1204;fashionable salmon;13;M
1205;alone peafowl;14;Z
1206;slow earthworm;44;M
1207;prickly salmon;57;Z
1208;misleading mule;85;M
1209;light vole;95;M
1210;large sailfish;67;Z
1211;mass hippopotamus;63;M
1212;sacred bug;16;Z
1213;serious cardinal;66;M
1214;broken capybara;30;M
1215;shallow horse;98;M
1216;raspy cat;57;Z
1217;overseas caterpillar;13;Z
1218;roman dog;98;Z
1219;aware goldfish;29;M
1220;statistical mite;89;M
1221;doubtful koi;97;M
1222;delightful mouse;39;M
1223;added swallow;82;M
1224;rich ostrich;21;Z
1225;prickly bison;95;M
1226;noble wildebeest;14;M
1227;visiting chameleon;12;M
1228;expensive marmoset;96;Z
1229;devoted stoat;42;Z
1230;black elk;95;M
1231;mighty cardinal;55;M
1232;ugly tick;82;M
1233;awful quail;25;Z
1234;subsequent primate;37;M
1235;unconscious mole;60;M
1236;devoted toad;26;M
1237;relative marmot;86;M
1238;high landfowl;43;Z
1239;resident mandrill;84;Z
1240;tory meadowlark;48;M
1241;passing lemming;89;Z
1242;neat hippopotamus;58;Z
1243;notable elk;98;Z
1244;comparable skink;88;M
1245;pure shrew;40;M
1246;liberal dolphin;66;M
1247;unfortunate slug;26;Z
1248;favourite mockingbird;94;Z
1249;nasty baboon;96;M
1250;cultural slug;63;M
1251;historic rook;13;M
1252;odd goat;96;M
1253;decisive seahorse;83;M
1254;controlled primate;95;M
1255;ugly constrictor;80;Z
1256;involved skunk;42;M
1257;associated skunk;68;Z
1258;misleading moose;63;Z
1259;operational swordfish;65;M
1260;outside roadrunner;81;M
1261;moderate alligator;99;Z
1262;delicious eel;28;Z
1263;informal guanaco;78;Z
1264;long chicken;37;M
1265;rotten vole;75;M
1266;tender armadillo;92;Z
1267;reliable grasshopper;68;Z
1268;curly marten;87;Z
1269;fresh skunk;19;M
1270;wicked goldfish;99;Z
1271;cheerful orca;67;Z
1272;urgent piranha;81;Z
1273;principal xerinae;57;Z
1274;successful damselfly;99;Z
1275;vast swallow;63;M
1276;whispering ant;91;Z
1277;solid squirrel;25;Z
1278;classic possum;18;Z
1279;accessible parrot;87;Z
1280;creepy aphid;30;Z
1281;short gull;94;M
1282;prickly hummingbird;21;M
1283;preliminary basilisk;65;M
1284;scornful whippet;28;Z
1285;curved vicuna;26;Z
1286;exuberant rodent;47;M
1287;innovative partridge;88;M
1288;friendly horse;16;M
1289;unemployed trout;67;Z
1290;immense guppy;36;Z
1291;moaning firefly;53;Z
1292;regular emu;98;Z
1293;whispering alpaca;25;Z
1294;advisory otter;43;Z
1295;significant snail;62;Z
1296;daily lemur;75;Z
1297;hissing dog;86;Z
1298;glamorous ape;53;M
1299;valuable crocodile;96;Z
1300;mid wombat;68;M
1301;bored tarantula;20;M
1302;cold shark;88;Z
1303;tall ferret;31;Z
1304;intermediate harrier;34;M
1305;blue catfish;70;M
1306;fortunate weasel;33;M
1307;worried wren;65;M
1308;subjective parakeet;46;Z
1309;jealous mackerel;52;M
1310;mental dog;12;Z
1311;cheap dove;44;M
1312;stormy hornet;88;M
1313;smooth impala;39;M
1314;burning jellyfish;50;M
1315;democratic goat;90;Z
1316;domestic cattle;19;Z
1317;mass eel;76;Z
1318;external dove;87;M
1319;boring alligator;58;Z
1320;robust bird;44;M
1321;asleep kangaroo;27;M
1322;dual bird;34;M
1323;parental cattle;66;M
1324;golden dove;98;M
1325;wooden kingfisher;66;Z
1326;distinct silkworm;95;Z
1327;scary monkey;39;Z
1328;alright marsupial;24;Z
1329;domestic guineafowl;40;M
1330;puny hare;90;M
1331;technical wolverine;84;M
1332;overall meerkat;26;Z
1333;hon perch;84;M
1334;helpful smelt;19;Z
1335;national fly;97;M
1336;awful antlion;87;M
1337;suitable bobcat;65;M
1338;prickly tapir;55;Z
1339;gothic bobcat;86;Z
1340;genetic mosquito;44;Z
1341;mature wasp;91;M
1342;homely cat;51;Z
1343;basic limpet;22;Z
1344;preferred kingfisher;32;M
1345;good constrictor;38;M
1346;chosen tahr;23;Z
1347;worrying horse;11;M
1348;quiet alligator;85;M
1349;scary spoonbill;46;M
1350;sweet dolphin;37;M
1351;different koala;16;M
1352;middle goldfish;90;Z
1353;tender raven;30;Z
1354;combined krill;97;M
1355;grand owl;57;M
1356;average goldfish;66;Z
1357;disturbing silverfish;52;Z
1358;wasteful boar;70;M
1359;explicit wasp;87;Z
1360;charming dragon;29;M
1361;wise rabbit;32;M
1362;available trout;72;M
1363;implicit wasp;87;Z
1364;excellent cat;85;Z
1365;exuberant swan;83;M
1366;royal duck;88;Z
1367;brave chimpanzee;41;M
1368;local kite;58;Z
1369;injured bear;63;M
1370;above seahorse;47;Z
1371;energetic hummingbird;63;M
1372;shaggy gazelle;46;Z
1373;patient fly;22;Z
1374;positive loon;99;Z
1375;drunk gazelle;38;M
1376;sorry hedgehog;96;Z
1377;ordinary eel;45;M
1378;many silverfish;42;Z
1379;hidden dog;64;M
1380;sticky possum;72;M
1381;soft caterpillar;67;Z
1382;tired elephant;27;M
1383;associated toucan;46;Z
1384;productive chickadee;80;M
1385;short impala;43;M
1386;brave porcupine;23;M
1387;stuck ox;30;M
1388;convincing raven;58;M
1389;rubber cougar;80;Z
1390;complex leech;12;Z
1391;resonant whale;14;Z
1392;graceful dormouse;42;Z
1393;isolated gorilla;38;M
1394;political rattlesnake;43;Z
1395;dizzy coyote;67;Z
1396;human seahorse;77;M
1397;latin limpet;85;M
1398;short eagle;59;M
1399;abstract scorpion;65;M
1400;dry aardvark;99;Z
1401;renewed rabbit;49;Z
1402;territorial limpet;40;M
1403;constitutional roundworm;81;M
1404;religious snake;38;M
1405;quick bug;63;M
1406;efficient bobolink;52;Z
1407;massive horse;91;M
1408;evil beetle;66;M
1409;other sloth;78;Z
1410;mobile moth;39;Z
1411;accurate clam;57;M
1412;quick wasp;31;M
1413;similar leech;95;M
1414;distinctive salamander;47;M
1415;only worm;92;Z
1416;shrill yak;59;M
1417;fantastic eel;72;Z
1418;kind shrimp;18;Z
1419;superior kingfisher;14;Z
1420;high quokka;50;M
1421;lengthy sturgeon;22;M
1422;squealing tick;73;Z
1423;odd antlion;29;M
1424;dead crocodile;61;Z
1425;narrow aardvark;20;M
1426;brave cattle;48;Z
1427;usual gazelle;47;Z
1428;continental scallop;83;M
1429;sunny salmon;76;Z
1430;widespread limpet;69;M
1431;easy marmoset;83;M
1432;soft tahr;29;Z
1433;independent mockingbird;72;M
1434;acceptable dog;78;M
1435;full bobcat;75;Z
1436;legitimate heron;12;Z
1437;gleaming yak;45;M
1438;subjective hare;52;M
1439;asleep antelope;81;M
1440;nervous hedgehog;71;Z
1441;intimate leech;80;Z
1442;static puma;65;Z
1443;right kite;72;M
1444;superior haddock;24;Z
1445;striking vicuna;69;M
1446;encouraging tyrannosaurus;88;Z
1447;scientific guan;58;Z
1448;modern tick;62;M
1449;outrageous crane;51;Z
1450;surprised roadrunner;68;M
1451;gay bear;77;M
1452;anxious swordfish;22;M
1453;cognitive lemming;22;M
1454;genetic harrier;99;M
1455;very rabbit;36;Z
1456;shy chameleon;97;M
1457;aesthetic whippet;52;Z
1458;final flea;41;M
1459;hilarious magpie;30;M
1460;long yak;78;M
1461;funny leech;62;M
1462;possible manatee;12;Z
1463;fuzzy guppy;53;M
1464;hostile orangutan;67;M
1465;accused dormouse;24;M
1466;realistic goose;59;M
1467;systematic angelfish;22;Z
1468;good guan;59;M
1469;orange chicken;37;M
1470;grateful alligator;53;Z
1471;ethical koi;51;Z
1472;personal camel;34;Z
1473;powerful pig;54;M
1474;wooden rabbit;64;M
1475;married rabbit;58;M
1476;main clownfish;80;Z
1477;liable slug;14;M
1478;fine wasp;25;Z
1479;shiny shark;41;Z
1480;minimum vicuna;60;M
1481;sweet puffin;29;Z
1482;bloody caribou;58;Z
1483;fragile tapir;31;M
1484;angry whitefish;97;Z
1485;rapid flamingo;23;Z
1486;cooing perch;40;Z
1487;persistent raccoon;17;Z
1488;exciting parakeet;46;Z
1489;disgusted dragonfly;43;M
1490;low flea;55;Z
1491;guilty turtle;43;Z
1492;different viper;74;M
1493;young takin;85;Z
1494;painful flea;43;Z
1495;unknown camel;68;Z
1496;changing junglefowl;49;Z
1497;innovative dog;41;Z
1498;dynamic mollusk;89;Z
1499;comparative panther;22;Z
1500;legislative salamander;26;Z
1501;ugly chicken;96;Z
1502;sad moose;55;M
1503;kind cod;80;Z
1504;superb snail;75;M
1505;welcome angelfish;93;Z
1506;young mockingbird;61;Z
1507;artificial ptarmigan;23;Z
1508;handsome herring;75;M
1509;helpful cricket;89;Z
1510;strategic haddock;44;M
1511;pleasant xerinae;58;Z
1512;blushing vicuna;65;M
1513;stupid louse;90;Z
1514;narrow hummingbird;31;Z
1515;naval bat;51;M
1516;impressive spoonbill;55;M
1517;identical goose;46;Z
1518;implicit termite;45;Z
1519;architectural raven;80;Z
1520;willing beetle;64;Z
1521;fine mockingbird;35;Z
1522;silent cricket;92;Z
1523;semantic pig;71;M
1524;cute dragonfly;72;M
1525;gentle skunk;61;M
1526;nursing hare;37;Z
1527;missing pinniped;17;Z
1528;relaxed takin;68;M
1529;prickly flamingo;49;M
1530;holy tern;99;Z
1531;variable herring;64;M
1532;representative grouse;25;M
1533;dark llama;37;M
1534;loose centipede;92;Z
1535;tasty bison;19;Z
1536;conceptual wombat;72;M
1537;miniature woodpecker;10;M
1538;proper frog;13;M
1539;pale seahorse;64;M
1540;cautious clownfish;24;Z
1541;difficult alpaca;91;Z
1542;fluffy rodent;68;Z
1543;multiple pelican;11;M
1544;dear possum;12;M
1545;steady grouse;71;Z
1546;estimated scorpion;96;M
1547;brilliant lemur;18;Z
1548;worthwhile tarsier;85;Z
1549;comfortable hippopotamus;66;Z
1550;temporary cheetah;92;Z
1551;influential otter;14;Z
1552;crazy boar;40;Z
1553;better mongoose;64;Z
1554;thin cockroach;96;M
1555;integral caterpillar;91;M
1556;causal kangaroo;54;Z
1557;sad rat;70;M
1558;select hare;20;Z
1559;continuing chicken;96;M
1560;husky sturgeon;68;Z
1561;puny jellyfish;61;M
1562;roasted centipede;61;M
1563;internal earthworm;48;M
1564;tan marlin;94;M
1565;mobile cheetah;87;Z
1566;unfortunate gayal;68;Z
1567;semantic armadillo;73;Z
1568;pregnant sheep;71;Z
1569;instant elk;58;M
1570;manual lynx;40;M
1571;quiet urial;15;Z
1572;chubby silkworm;28;M
1573;selfish eagle;39;M
1574;labour lemming;75;M
1575;proper cuckoo;97;Z
1576;wicked grasshopper;88;Z
1577;soft tick;28;Z
1578;few nightingale;89;M
1579;structural zebra;12;Z
1580;joint alpaca;69;Z
1581;pretty falcon;12;Z
1582;black rattlesnake;76;M
1583;excess seahorse;12;Z
1584;closed centipede;73;M
1585;imperial bee;60;M
1586;amused mink;30;Z
1587;anxious pigeon;18;Z
1588;wonderful rattlesnake;66;Z
1589;splendid pig;63;M
1590;teenage thrush;64;M
1591;sour porpoise;41;M
1592;bright capybara;99;M
1593;ruling wildcat;90;M
1594;moaning whitefish;45;Z
1595;passing camel;18;Z
1596;payable coral;53;Z
1597;splendid gopher;63;Z
1598;alright crayfish;88;M
1599;elderly toucan;18;M
1600;intimate earthworm;89;Z
1601;pleased marmot;95;Z
1602;provincial meadowlark;28;Z
1603;average scorpion;25;M
1604;nice python;91;Z
1605;beneficial puffin;26;M
1606;missing dog;79;M
1607;shallow opossum;87;M
1608;shaky canidae;68;M
1609;grieving cougar;63;Z
1610;busy aardwolf;37;Z
1611;racial kangaroo;67;M
1612;kind puma;18;Z
1613;grotesque tern;22;M
1614;deep crocodile;40;Z
1615;frightened takin;84;M
1616;flat caribou;77;M
1617;precise harrier;16;Z
1618;christian sailfish;44;M
1619;husky koi;49;Z
1620;perfect armadillo;27;Z
1621;light lark;27;Z
1622;innocent rabbit;56;Z
1623;rich dormouse;69;Z
1624;miserable dog;47;M
1625;alternative echidna;48;M
1626;easy ptarmigan;62;M
1627;rational bison;97;M
1628;little orca;24;M
1629;fierce rabbit;52;M
1630;renewed turkey;76;M
1631;sensitive turtle;44;M
1632;autonomous cattle;69;Z
1633;beautiful angelfish;43;M
1634;indirect booby;33;M
1635;christian hare;20;Z
1636;attractive thrush;21;Z
1637;weary perch;54;M
1638;opposite snake;97;M
1639;varied donkey;82;Z
1640;acceptable condor;33;Z
1641;filthy quelea;72;Z
1642;curious alpaca;97;Z
1643;professional echidna;14;Z
1644;tight gayal;79;M
1645;uncomfortable gamefowl;33;Z
1646;industrial sole;21;Z
1647;amazing ferret;85;Z
1648;secure sailfish;61;M
1649;old egret;18;Z
1650;gentle mockingbird;33;Z
1651;brave stingray;14;Z
1652;grey mandrill;22;Z
1653;evil canid;59;Z
1654;binding rattlesnake;66;M
1655;rude carp;56;M
1656;tory squid;18;M
1657;wet woodpecker;95;M
1658;static finch;44;Z
1659;valid cow;91;Z
1660;medieval lizard;77;M
1661;silent mule;41;M
1662;correct quail;56;M
1663;determined muskox;81;Z
1664;cruel mandrill;47;Z
1665;organic herring;45;Z
1666;single lamprey;55;Z
1667;curious duck;93;M
1668;numerous swan;27;M
1669;unlikely squirrel;64;Z
1670;cruel rabbit;18;Z
1671;romantic haddock;22;Z
1672;impossible egret;38;M
1673;mixed aphid;74;Z
1674;crude cattle;15;M
1675;faint boar;75;Z
1676;sudden starfish;51;Z
1677;happy chipmunk;31;M
1678;organisational nightingale;17;Z
1679;tough eagle;46;M
1680;immense aardvark;79;Z
1681;light sheep;97;M
1682;civilian rodent;43;M
1683;mental minnow;30;M
1684;elegant salmon;38;Z
1685;whispering frog;31;M
1686;decent hookworm;62;M
1687;continental frog;79;Z
1688;rural mandrill;29;Z
1689;relative wolf;71;Z
1690;mixed ocelot;84;Z
1691;renewed pig;58;Z
1692;empty camel;58;Z
1693;spicy cat;29;Z
1694;tremendous cod;66;M
1695;tender peafowl;74;M
1696;fluttering meerkat;43;M
1697;regional cat;60;M
1698;existing trout;72;Z
1699;faint ermine;55;M
1700;raw coral;10;Z
1701;breakable leech;77;Z
1702;bored lemming;21;M
1703;national crab;12;M
1704;vivacious dingo;44;M
1705;functional bonobo;58;Z
1706;immediate quail;81;Z
1707;provincial horse;65;Z
1708;damp lemur;15;M
1709;big planarian;26;Z
1710;fond lamprey;40;Z
1711;shivering slug;52;Z
1712;round roundworm;57;M
1713;sick hamster;14;Z
1714;net sheep;32;Z
1715;late tuna;70;Z
1716;plastic catfish;76;Z
1717;artificial turtle;86;M
1718;damp woodpecker;74;Z
1719;great goose;10;Z
1720;poor turkey;98;Z
1721;irrelevant capybara;28;M
1722;labour newt;25;M
1723;expected junglefowl;16;M
1724;gastric dolphin;21;Z
1725;compulsory ocelot;71;M
1726;plain dog;28;Z
1727;valid coral;98;M
1728;compulsory rabbit;75;Z
1729;strict coyote;36;Z
1730;universal hamster;44;Z
1731;sudden bovid;58;Z
1732;increased weasel;97;M
1733;prickly yak;31;Z
1734;universal impala;72;Z
1735;green reptile;24;M
1736;practical parrot;85;M
1737;desirable catfish;73;M
1738;ugly clam;19;Z
1739;unique parrotfish;62;Z
1740;damp mule;20;M
1741;worthwhile ladybug;72;Z
1742;balanced chinchilla;93;M
1743;fat pheasant;31;Z
1744;cool kangaroo;33;Z
1745;fiscal antlion;72;M
1746;quick swift;51;M
1747;surrounding walrus;88;M
1748;energetic turtle;64;Z
1749;tragic koi;55;M
1750;envious urial;38;Z
1751;silky crawdad;78;Z
1752;maximum bug;45;Z
1753;grey clownfish;54;M
1754;purring baboon;86;Z
1755;dark rook;16;M
1756;primitive sailfish;22;M
1757;delicious parakeet;44;Z
1758;tame deer;10;M
1759;racial bedbug;78;Z
1760;creepy hyena;58;M
1761;agreed ape;86;M
1762;light elk;37;Z
1763;ltd whale;69;M
1764;miniature crab;73;Z
1765;dull wasp;71;M
1766;zany locust;76;Z
1767;breakable sheep;35;Z
1768;dying sturgeon;45;M
1769;random beetle;79;Z
1770;resulting stingray;49;Z
1771;equivalent egret;66;M
1772;standard pheasant;39;M
1773;slippery wolf;33;M
1774;nuclear moose;21;Z
1775;afraid smelt;70;M
1776;nice squirrel;83;Z
1777;physical falcon;84;M
1778;collective yak;49;M
1779;wild crawdad;98;Z
1780;considerable reindeer;15;M
1781;happy vole;46;Z
1782;diverse swift;11;M
1783;sweet egret;13;M
1784;creative platypus;43;Z
1785;surviving mole;70;Z
1786;lively egret;16;M
1787;troubled condor;14;M
1788;troubled reptile;26;M
1789;aesthetic booby;79;Z
1790;wonderful takin;39;Z
1791;strict horse;60;Z
1792;sensitive cod;85;M
1793;continuous echidna;27;M
1794;young lark;46;Z
1795;exciting penguin;25;Z
1796;various felidae;62;Z
1797;marine sailfish;30;M
1798;ideal basilisk;15;Z
1799;crude unicorn;70;M
1800;added shrimp;10;M
1801;straight pigeon;91;M
1802;homely locust;59;M
1803;urban tortoise;25;Z
1804;distinctive ferret;49;M
1805;colorful barracuda;62;Z
1806;bare starfish;61;M
1807;crooked orangutan;34;Z
1808;feminist heron;84;Z
1809;cool deer;23;Z
1810;semantic earwig;83;M
1811;select meadowlark;70;Z
1812;naked xerinae;11;M
1813;alive antlion;75;Z
1814;lesser ferret;96;M
1815;faint leopon;33;Z
1816;curious eel;96;Z
1817;appropriate ocelot;75;M
1818;unhappy sturgeon;90;M
1819;favourite sailfish;80;Z
1820;tremendous caribou;47;Z
