ID;TYPE;NAME;AGE;GENDER;IS_AGRESIVE;IS_FRIENDLY
687;5;damp silverfish;8;Z;Y;N
688;4;abstract guan;7;Z;N;N
689;1;annoyed primate;11;M;Y;N
690;6;gradual catshark;2;M;N;N
691;0;literary loon;9;M;Y;N
692;1;balanced primate;3;M;Y;Y
693;1;fixed vicuna;15;Z;Y;N
694;5;beautiful pigeon;16;M;Y;Y
695;1;okay warbler;8;M;Y;N
696;4;wicked coyote;18;Z;N;N
697;5;probable constrictor;17;M;N;Y
698;2;brilliant opossum;18;Z;N;Y
699;2;furious ocelot;3;M;Y;Y
700;2;agreed rooster;11;M;N;Y
701;0;agricultural panda;13;M;Y;N
702;4;salty pinniped;1;Z;Y;Y
703;1;blushing bug;20;M;N;N
704;9;soft finch;18;M;Y;N
705;5;left gecko;1;M;N;N
706;5;rigid goldfish;14;M;N;Y
707;9;full porpoise;6;M;Y;Y
708;2;lovely dragonfly;13;M;N;N
709;1;missing deer;15;M;Y;Y
710;3;enchanting capybara;7;Z;N;Y
711;7;modest vulture;7;M;N;N
712;2;healthy mouse;2;M;N;Y
713;6;obnoxious grasshopper;9;Z;N;N
714;1;psychiatric goose;20;M;Y;N
715;2;horrible clownfish;6;Z;N;Y
716;6;parallel junglefowl;9;M;Y;Y
717;7;roman xerinae;10;M;N;N
718;1;occasional asp;9;M;Y;N
719;8;greek owl;17;Z;Y;N
720;5;desirable reindeer;3;Z;Y;N
721;2;imaginative tyrannosaurus;18;M;Y;Y
722;3;hurt antlion;17;M;Y;N
723;5;witty vole;15;M;Y;Y
724;9;itchy butterfly;19;M;N;Y
725;2;then bird;20;M;N;Y
726;0;dead porpoise;10;M;N;Y
727;3;heavy crayfish;4;Z;Y;N
728;1;open condor;2;M;N;N
729;2;external locust;20;M;Y;Y
730;5;anxious gayal;7;Z;Y;N
731;3;afraid marsupial;14;Z;N;N
732;3;wild mockingbird;4;Z;Y;N
733;3;white earwig;20;M;N;Y
734;9;high cow;16;M;Y;Y
735;1;muddy kite;6;Z;Y;Y
736;9;liquid clam;1;Z;N;N
737;6;guilty bass;17;Z;N;Y
738;3;continuous landfowl;19;M;N;Y
739;4;inadequate toad;3;Z;Y;N
740;7;international hookworm;18;Z;Y;N
741;3;advanced toad;4;M;N;N
742;2;exclusive rook;10;Z;N;Y
743;0;able pigeon;15;M;Y;N
744;9;crooked warbler;15;Z;N;N
745;3;criminal guppy;13;M;Y;N
746;9;remaining sturgeon;15;M;N;Y
747;4;suitable bison;8;M;N;Y
748;5;native raven;10;Z;Y;N
749;6;elaborate anteater;1;Z;N;Y
750;0;safe jay;16;Z;N;Y
751;3;voiceless sturgeon;1;M;Y;Y
752;5;innovative prawn;13;Z;Y;N
753;0;residential butterfly;7;Z;Y;N
754;5;rapid panther;9;Z;N;Y
755;7;illegal whippet;15;M;Y;Y
756;4;qualified boa;10;Z;Y;N
757;2;upset felidae;8;M;Y;N
758;6;peaceful gerbil;15;Z;N;N
759;4;stupid goose;10;Z;N;N
760;6;urban hummingbird;2;M;Y;Y
761;6;racial moose;16;Z;Y;Y
762;9;functional salamander;15;M;Y;Y
763;7;productive frog;9;M;Y;Y
764;6;loose amphibian;11;M;N;N
765;9;dear kite;8;Z;N;Y
766;1;compact iguana;15;M;Y;N
767;6;theoretical dog;13;Z;Y;Y
768;0;spectacular bedbug;4;M;Y;Y
769;3;corresponding cuckoo;8;M;N;Y
770;9;content hookworm;5;M;Y;Y
771;6;smooth mollusk;16;Z;N;Y
772;3;united gerbil;2;M;N;N
773;8;unusual cardinal;19;M;N;N
774;1;progressive gopher;13;Z;Y;Y
775;0;formal hare;11;Z;N;Y
776;1;tart anteater;20;Z;Y;Y
777;3;corporate alpaca;20;M;N;Y
778;3;labour sheep;2;M;Y;Y
779;6;superior weasel;20;M;N;Y
780;1;wooden stoat;3;M;Y;N
781;6;light heron;1;M;N;Y
782;4;electrical buzzard;16;M;N;Y
783;2;payable flea;20;M;N;Y
784;4;subsequent dinosaur;18;M;Y;Y
785;4;enthusiastic ape;11;Z;N;N
786;4;persistent hornet;20;Z;N;N
787;8;opposite ox;5;Z;Y;Y
788;4;round whale;4;M;Y;Y
789;9;jolly bat;14;Z;N;N
790;1;artificial minnow;5;M;N;Y
791;3;cute goldfish;9;M;Y;Y
792;9;slippery orangutan;1;Z;Y;N
793;5;variable aphid;13;M;N;N
794;2;foolish frog;14;Z;Y;N
795;9;old owl;4;M;Y;N
796;9;disastrous parrot;2;M;Y;Y
797;7;long guanaco;6;M;Y;Y
798;7;huge pony;14;M;Y;N
799;3;hushed goat;20;M;Y;Y
800;8;grateful rabbit;6;Z;N;Y
801;7;adverse possum;18;M;Y;N
802;5;mighty gopher;2;M;N;Y
803;3;respectable snipe;16;M;Y;Y
804;3;lexical puffin;9;Z;N;N
805;5;charming spider;1;Z;Y;Y
806;9;tragic mandrill;18;M;N;N
807;0;tasty tarsier;3;M;N;N
808;5;fast badger;18;M;Y;N
809;9;skinny tiglon;14;Z;Y;Y
810;3;lengthy emu;13;M;Y;Y
811;9;sticky takin;1;M;Y;N
812;2;scattered barracuda;10;Z;Y;N
813;9;deafening zebra;15;Z;Y;N
814;0;cool cheetah;7;Z;N;Y
815;9;spatial iguana;17;Z;N;N
816;8;subtle mackerel;1;M;Y;N
817;6;identical lungfish;7;M;N;Y
818;4;white gayal;15;Z;N;Y
819;5;tender whitefish;8;M;N;Y
820;3;broken bear;6;M;N;Y
821;0;flexible sparrow;19;M;N;N
822;1;kind clam;15;Z;Y;N
823;9;sharp hummingbird;19;Z;Y;N
824;5;better silkworm;14;Z;Y;N
825;4;nice dog;6;M;N;N
826;5;mushy hookworm;15;Z;Y;N
827;2;dull blackbird;4;Z;N;Y
828;5;prime bug;20;M;Y;N
829;7;homeless lizard;11;Z;Y;N
830;6;awful goat;3;M;N;Y
831;7;crooked perch;1;Z;Y;N
832;8;fun basilisk;16;M;N;N
833;9;slippery wallaby;13;Z;Y;Y
834;0;unpleasant guanaco;16;Z;N;Y
835;7;long gazelle;2;M;Y;N
836;4;tired sheep;11;M;N;Y
837;0;amazing dormouse;20;Z;Y;Y
838;4;narrow mackerel;12;Z;Y;Y
839;6;scrawny guanaco;2;Z;Y;Y
840;5;small lemur;2;M;Y;Y
841;9;delighted reindeer;15;M;Y;N
842;2;gentle tern;10;Z;Y;Y
843;7;mathematical silverfish;14;M;Y;Y
844;6;intellectual flea;11;Z;Y;Y
845;7;feminist swan;15;M;N;Y
846;8;courageous porpoise;3;M;Y;Y
847;6;mental toad;4;Z;Y;Y
848;6;numerous bandicoot;19;Z;Y;N
849;1;popular rattlesnake;12;M;Y;N
850;6;french constrictor;20;Z;N;N
851;0;western mink;15;M;Y;N
852;0;structural fowl;16;Z;N;N
853;3;greek dog;10;Z;Y;N
854;4;blushing woodpecker;11;Z;Y;Y
855;1;fantastic eagle;4;Z;N;N
856;6;retail canidae;5;Z;Y;N
857;6;charming lemming;7;M;N;N
858;0;molecular primate;15;Z;N;Y
859;5;crazy salmon;16;Z;N;N
860;1;naval bass;4;M;N;N
861;0;wet leech;12;M;N;N
862;1;relevant cardinal;10;Z;Y;Y
863;5;residential alligator;19;M;Y;N
864;5;magic python;20;Z;Y;Y
865;4;disastrous prawn;12;M;N;Y
866;0;horizontal ant;5;Z;N;N
867;5;extreme wildfowl;17;Z;N;N
868;6;inevitable wildcat;12;Z;Y;Y
869;5;slippery mockingbird;7;M;N;N
870;6;heavy cockroach;9;Z;Y;Y
871;1;intimate buzzard;2;Z;Y;Y
872;5;horrible donkey;11;Z;N;N
873;6;slippery anaconda;4;Z;Y;N
874;5;intimate tapir;8;Z;Y;N
875;2;middle lemur;17;Z;Y;N
876;7;clean pinniped;6;M;N;Y
877;3;round ermine;12;Z;N;N
878;2;electoral cat;4;Z;Y;Y
879;1;crazy duck;12;M;Y;N
880;3;critical halibut;1;M;N;Y
881;5;presidential tortoise;15;M;N;Y
882;2;manual walrus;4;Z;N;N
883;6;united camel;13;Z;Y;Y
884;5;imaginative tick;18;M;Y;N
885;7;evolutionary ape;7;M;N;Y
886;8;useless ostrich;9;M;N;Y
887;4;safe reindeer;10;Z;Y;N
888;8;clean cephalopod;2;M;Y;Y
889;5;fast parrot;4;M;Y;Y
890;0;big chipmunk;7;Z;Y;N
891;9;curious chicken;3;M;Y;N
892;7;wee vole;17;M;N;Y
893;4;probable deer;5;Z;N;Y
894;4;unconscious crane;5;M;N;N
895;2;complex koala;8;Z;Y;Y
896;3;steep earthworm;15;Z;Y;Y
897;6;important lemming;1;Z;N;Y
898;0;unwilling horse;20;M;N;Y
899;2;genuine whale;15;Z;Y;Y
900;5;unsightly rook;17;Z;N;Y
901;6;homely wombat;8;M;Y;N
902;6;shy trout;16;Z;Y;Y
903;6;evil wasp;13;M;Y;Y
904;9;nuclear goose;9;M;N;N
905;9;fancy viper;5;M;Y;Y
906;9;numerous skunk;16;M;N;N
907;5;graceful boa;4;Z;N;Y
908;4;misleading whitefish;5;Z;Y;Y
909;6;mobile bee;16;Z;Y;N
910;3;prominent ermine;9;Z;N;Y
911;9;amateur barracuda;13;Z;Y;N
912;3;constant puffin;3;M;N;N
913;4;symbolic toad;14;Z;N;Y
914;9;unaware hare;6;Z;Y;Y
915;4;ratty orangutan;18;M;Y;Y
916;7;wonderful sparrow;12;Z;N;N
917;4;awful snake;12;M;Y;N
918;4;usual gull;9;M;N;Y
919;5;magenta antelope;8;Z;Y;N
920;9;dangerous porcupine;15;M;Y;Y
921;7;precious wildcat;10;Z;N;N
922;0;weary tern;4;M;N;Y
923;6;homely boar;20;Z;N;N
924;0;live deer;13;M;Y;Y
925;6;low mite;7;M;Y;N
926;9;classical owl;17;M;Y;N
927;3;verbal flamingo;4;Z;Y;N
928;8;quiet sloth;19;Z;Y;Y
929;4;distinguished basilisk;1;M;Y;N
930;5;anonymous flamingo;11;M;N;N
931;0;clear tuna;16;M;N;Y
932;0;adverse goldfish;16;Z;Y;Y
933;4;quaint dragon;13;M;N;N
934;0;pretty hyena;11;Z;N;N
935;4;continental skink;5;Z;Y;N
936;6;long bovid;10;Z;N;Y
937;4;wooden cattle;1;M;N;N
938;8;female earthworm;9;Z;Y;Y
939;5;charming roadrunner;5;M;Y;Y
940;2;operational wildfowl;17;M;N;Y
941;2;costly minnow;9;Z;N;Y
942;2;quick chickadee;14;Z;N;N
943;7;quaint egret;8;Z;Y;N
944;4;courageous marsupial;11;Z;Y;Y
945;7;increased donkey;2;Z;Y;Y
946;1;wandering horse;14;Z;N;N
947;2;tasty xerinae;11;M;N;N
948;3;uncertain egret;1;M;N;N
949;5;right wildebeest;12;Z;Y;N
950;6;superior mole;7;M;Y;Y
951;9;courageous gayal;7;M;N;N
952;9;bad goat;12;M;Y;Y
953;2;sad felidae;15;M;N;Y
954;2;bright constrictor;5;M;N;Y
955;9;green dormouse;7;M;Y;Y
956;3;proposed galliform;17;M;N;Y
957;2;thundering dormouse;16;Z;Y;Y
958;2;powerful pig;13;M;Y;Y
959;2;formal eagle;9;M;Y;Y
960;9;naughty orca;13;Z;Y;N
961;0;damaged ladybug;20;M;N;N
962;6;relevant hoverfly;11;M;N;N
963;1;grey dormouse;12;M;N;N
964;3;parallel duck;20;M;Y;Y
965;3;registered emu;13;M;N;N
966;9;selfish bobolink;15;M;Y;N
967;1;horizontal tuna;5;Z;Y;N
968;7;victorian ox;20;M;N;Y
969;4;short mink;14;Z;Y;Y
970;9;outstanding parrotfish;20;M;N;N
971;1;pink echidna;1;Z;Y;N
972;5;distinguished swordtail;8;Z;Y;Y
973;6;awful asp;3;M;Y;Y
974;2;valuable clownfish;18;M;N;Y
975;3;screeching planarian;12;Z;Y;Y
976;1;passive swan;10;Z;Y;N
977;5;tall platypus;11;M;Y;N
978;2;supporting dog;2;Z;Y;Y
979;0;ill kangaroo;10;Z;N;Y
980;2;sexual yak;4;M;N;N
981;4;shallow rodent;6;Z;N;Y
982;6;conceptual moth;7;M;N;N
983;2;intensive pig;12;Z;N;N
984;5;swiss toad;9;M;Y;Y
985;9;nearby catshark;6;M;N;N
986;9;special wombat;11;Z;Y;N
987;9;graceful coyote;5;M;N;N
988;3;interim ant;18;M;N;N
989;1;magnificent mandrill;15;Z;Y;N
990;9;only spider;10;Z;Y;Y
991;0;cruel wildcat;20;Z;Y;Y
992;6;spontaneous cattle;20;M;N;Y
993;7;occasional dolphin;1;M;Y;N
994;5;sensible hamster;19;Z;N;Y
995;5;united turtle;4;M;N;N
996;5;afraid meerkat;15;M;N;N
997;1;wealthy panther;7;Z;N;N
998;2;unfortunate cockroach;4;M;Y;Y
999;7;added tahr;9;M;N;Y
1000;0;little roundworm;12;Z;N;N
1001;8;dominant bat;2;Z;N;Y
1002;9;rear ladybug;9;M;Y;N
1003;4;historic otter;15;Z;N;Y
1004;0;lexical landfowl;4;Z;Y;N
1005;1;alive roundworm;7;M;Y;Y
1006;4;significant iguana;18;Z;Y;N
1007;7;electric bedbug;2;Z;Y;Y
1008;7;gigantic barnacle;7;M;N;N
1009;2;long guppy;5;M;N;N
1010;9;mean chicken;16;M;N;N
1011;0;curved constrictor;4;Z;N;N
1012;0;abundant goldfish;11;Z;N;Y
1013;5;human harrier;7;Z;Y;Y
1014;2;prepared cattle;14;M;Y;Y
1015;3;intimate walrus;4;M;N;N
1016;6;careful reptile;3;M;N;N
1017;0;current hookworm;6;M;Y;N
1018;9;gigantic bear;3;Z;Y;Y
1019;0;weary owl;18;Z;N;N
1020;0;nuclear clam;15;Z;N;N
1021;9;voiceless viper;4;M;N;N
1022;9;inadequate beaver;2;M;Y;Y
1023;2;anonymous cat;4;Z;Y;Y
1024;6;bloody platypus;5;Z;Y;Y
1025;3;dead constrictor;20;Z;Y;Y
1026;4;creative gorilla;11;Z;Y;N
1027;0;mature reptile;14;Z;N;Y
1028;5;progressive kite;6;M;N;Y
1029;3;mean ox;14;Z;Y;Y
1030;2;physical macaw;9;M;N;Y
1031;0;brainy marmot;8;Z;N;Y
1032;8;modest sheep;1;M;Y;N
1033;0;worrying salmon;9;Z;Y;N
1034;3;tender spider;10;Z;Y;Y
1035;4;unable salmon;5;Z;Y;Y
1036;9;wrong shark;13;Z;Y;N
1037;5;crazy rabbit;4;M;Y;N
1038;8;equal bat;10;M;N;N
1039;8;profitable porpoise;18;Z;Y;Y
1040;6;variable orca;4;M;N;N
1041;0;disastrous macaw;12;Z;N;N
1042;9;financial snail;1;M;Y;Y
1043;8;sudden marmot;10;M;N;Y
1044;3;required leopard;11;Z;Y;N
1045;1;junior limpet;16;M;Y;Y
1046;0;future swan;5;Z;N;Y
1047;0;very moth;10;M;N;Y
1048;3;wonderful marmoset;13;M;N;N
1049;4;civil cattle;8;Z;N;Y
1050;8;full cat;14;Z;Y;Y
1051;5;gross aphid;19;Z;Y;Y
1052;4;fascinating gamefowl;6;Z;N;Y
1053;8;civic yak;15;Z;Y;N
1054;1;thick quokka;15;Z;N;Y
1055;0;artificial planarian;17;M;Y;N
1056;7;sufficient monkey;18;M;N;Y
1057;7;fuzzy cuckoo;13;M;N;N
1058;5;productive chicken;13;M;N;Y
1059;4;stormy jellyfish;15;M;Y;N
1060;3;greasy chameleon;11;Z;Y;N
1061;3;tough coral;14;M;Y;N
1062;0;yellow emu;19;Z;Y;N
1063;5;traditional landfowl;4;M;N;Y
1064;9;economic fly;15;Z;Y;N
1065;2;outstanding wildfowl;20;M;Y;N
1066;8;conscious marlin;9;Z;Y;Y
1067;4;able bedbug;2;Z;N;Y
1068;9;unusual turkey;3;Z;Y;N
1069;6;anxious snail;1;M;Y;Y
1070;2;broad lizard;7;M;Y;Y
1071;3;single platypus;6;M;N;Y
1072;8;proud koi;19;M;N;Y
1073;8;commercial parakeet;17;Z;N;N
1074;6;swift turtle;10;M;Y;N
1075;0;agreeable swallow;13;M;Y;N
1076;2;heavy salamander;2;Z;N;Y
1077;4;gothic meerkat;16;Z;N;N
1078;8;broken bonobo;12;Z;Y;Y
1079;9;outrageous iguana;5;M;N;N
1080;0;weak woodpecker;13;M;Y;Y
1081;3;special tiger;5;Z;N;Y
1082;6;marginal unicorn;20;Z;N;Y
1083;2;critical llama;1;M;Y;N
1084;1;monthly coyote;18;M;N;Y
1085;5;managing donkey;7;M;N;N
1086;5;rising lemur;5;M;Y;Y
1087;1;private bison;12;Z;N;Y
1088;9;ridiculous ferret;2;M;N;N
1089;9;economic tarantula;11;Z;Y;Y
1090;3;senior wombat;16;Z;Y;N
1091;0;developed dinosaur;9;M;Y;N
1092;1;modern pelican;9;M;Y;N
1093;2;sleepy scallop;2;Z;N;N
1094;0;key dog;4;M;Y;N
1095;5;anonymous horse;15;Z;Y;N
1096;1;skilled camel;10;Z;N;Y
1097;6;golden whitefish;2;Z;N;Y
1098;1;parallel stoat;15;Z;N;Y
1099;1;quiet quelea;11;M;N;Y
1100;5;quaint leopon;8;M;N;Y
1101;6;homeless hamster;11;M;Y;Y
1102;3;internal rodent;2;Z;N;N
1103;9;misleading gopher;2;Z;Y;Y
1104;0;conservation dog;4;Z;Y;N
1105;6;nervous rabbit;8;Z;Y;N
1106;8;burning koi;6;M;N;Y
1107;8;inevitable macaw;8;M;N;Y
1108;8;naval mackerel;14;M;Y;N
1109;2;round aardvark;10;Z;N;Y
1110;1;salty scallop;7;Z;N;N
1111;9;ideological eagle;18;M;N;N
1112;8;artistic penguin;17;Z;N;N
1113;7;private tuna;13;Z;N;N
1114;3;conventional crane;15;Z;Y;N
1115;6;sparkling opossum;4;M;Y;Y
1116;7;associated hornet;12;M;N;Y
1117;3;pleased tick;15;M;Y;N
1118;2;independent chameleon;7;M;Y;Y
1119;5;reluctant opossum;9;Z;N;N
1120;7;splendid cattle;9;M;Y;Y
1121;0;primitive owl;13;M;N;N
1122;6;wrong bobolink;14;Z;N;Y
1123;5;many ape;11;M;N;Y
1124;5;ratty llama;5;Z;N;Y
1125;7;tired slug;6;Z;Y;Y
1126;7;fit heron;19;Z;Y;Y
1127;2;linguistic meerkat;4;Z;N;N
1128;0;spicy centipede;6;Z;Y;Y
1129;1;ok crayfish;16;M;Y;Y
1130;2;slim armadillo;11;M;Y;Y
1131;6;fierce gull;11;M;Y;N
1132;9;large cattle;9;Z;N;N
1133;1;okay primate;4;Z;Y;N
1134;1;fantastic gerbil;1;M;N;Y
1135;2;witty woodpecker;8;M;Y;Y
1136;3;tired rabbit;5;M;N;N
1137;9;partial bass;8;Z;Y;Y
1138;9;handicapped cattle;16;Z;N;Y
1139;3;faithful turkey;15;Z;Y;Y
1140;2;general egret;7;M;N;N
1141;4;neutral marsupial;15;Z;Y;Y
1142;5;proud pinniped;6;Z;Y;Y
1143;1;grieving deer;17;M;Y;Y
1144;0;miniature hippopotamus;3;M;Y;N
1145;8;little peacock;14;M;N;N
1146;4;loose shrimp;17;M;Y;Y
1147;0;marxist buzzard;9;Z;N;N
1148;3;fragile junglefowl;4;Z;Y;N
1149;6;ugliest fox;8;Z;Y;N
1150;6;tight stingray;13;Z;Y;Y
1151;0;pleased panda;4;M;Y;N
1152;8;personal eagle;19;M;N;Y
1153;0;quick tahr;17;Z;Y;N
1154;5;terrible porpoise;6;Z;Y;Y
1155;9;solar salmon;15;M;Y;N
1156;4;real sole;19;Z;Y;Y
1157;3;similar basilisk;13;M;Y;N
1158;3;intense impala;19;Z;Y;N
1159;6;profound goose;20;Z;Y;N
1160;4;narrow pelican;18;M;Y;N
1161;4;steep flyingfish;7;M;Y;Y
1162;2;human hawk;20;Z;Y;N
1163;6;ethical locust;19;M;Y;Y
1164;9;presidential chicken;19;M;N;Y
1165;6;empty dolphin;1;M;Y;N
1166;9;unusual octopus;7;M;Y;Y
1167;0;leading wombat;14;Z;N;Y
1168;2;outstanding hamster;7;Z;Y;N
1169;1;isolated primate;19;M;N;N
1170;9;allied giraffe;7;M;Y;N
1171;6;mild cuckoo;5;Z;Y;Y
1172;6;minimal wombat;18;M;Y;Y
1173;8;tight marmot;4;Z;Y;N
1174;4;ratty hamster;12;M;N;N
1175;8;revolutionary squid;9;Z;N;N
1176;7;brave monkey;20;Z;N;N
1177;3;administrative mockingbird;19;Z;N;N
1178;8;selected gerbil;15;M;Y;N
1179;3;salty tapir;7;M;N;Y
1180;2;statistical kite;5;M;Y;N
1181;7;regulatory egret;10;M;Y;Y
1182;9;fantastic goldfish;12;Z;N;N
1183;7;reasonable toucan;2;Z;N;Y
1184;2;long rhinoceros;18;M;Y;Y
1185;2;busy cheetah;17;M;Y;Y
1186;3;necessary bat;16;Z;N;N
1187;7;eager cattle;20;M;N;N
1188;5;hot flamingo;2;M;N;Y
1189;5;necessary sloth;14;Z;N;Y
1190;8;ashamed llama;14;M;N;N
1191;1;suspicious wallaby;13;M;N;Y
1192;4;broad albatross;15;Z;Y;N
1193;3;supreme mole;9;Z;Y;Y
1194;2;slow chipmunk;10;Z;N;N
1195;4;rough aardvark;9;M;Y;Y
1196;8;metropolitan lamprey;6;Z;Y;N
1197;6;sole magpie;17;Z;Y;Y
1198;2;semantic koi;1;M;Y;Y
1199;4;biological giraffe;19;Z;N;Y
1200;5;coherent sparrow;16;M;Y;N
1201;0;gastric shark;5;Z;N;N
1202;0;grumpy whitefish;11;M;N;N
1203;2;sophisticated angelfish;19;M;Y;Y
1204;2;funny wildfowl;15;M;N;Y
1205;6;gorgeous emu;16;M;N;N
1206;4;black dinosaur;15;Z;N;Y
1207;4;prepared sailfish;10;M;N;Y
1208;3;victorian hare;17;Z;Y;N
1209;7;inclined moose;10;M;N;N
1210;2;graceful stingray;4;Z;N;N
1211;2;independent mole;14;Z;Y;N
1212;5;square gull;14;Z;N;Y
1213;7;brave hoverfly;12;Z;Y;Y
1214;3;spotty sturgeon;15;Z;Y;N
1215;5;ancient jellyfish;10;Z;Y;Y
1216;9;determined anteater;18;Z;Y;Y
1217;7;calm dragonfly;2;M;Y;Y
1218;9;agricultural raven;16;Z;Y;N
1219;0;colorful cockroach;1;M;Y;N
1220;0;alive barnacle;1;M;Y;N
1221;7;dirty angelfish;19;Z;N;N
1222;4;just cow;8;Z;Y;Y
1223;0;gradual lynx;9;M;Y;Y
1224;3;marginal booby;20;M;Y;Y
1225;7;casual marmot;7;M;N;N
1226;5;sticky junglefowl;6;M;Y;Y
1227;5;superior blackbird;19;Z;Y;N
1228;9;labour pike;4;M;Y;Y
1229;9;precise eel;13;M;N;Y
1230;9;lucky llama;9;M;Y;N
1231;9;net chimpanzee;16;M;Y;Y
1232;1;strange fowl;8;M;Y;N
1233;4;essential bison;15;M;Y;N
1234;2;compact gazelle;7;M;N;N
1235;1;precious fish;1;M;N;Y
1236;6;gentle earwig;16;Z;N;Y
1237;7;international canidae;15;M;N;N
1238;6;handicapped thrush;17;Z;N;N
1239;8;bitter fish;6;Z;Y;Y
1240;3;interested mosquito;16;M;N;Y
1241;3;global clownfish;19;Z;Y;Y
1242;8;bright xerinae;12;M;N;N
1243;0;awful penguin;8;Z;N;Y
1244;9;christian horse;12;M;N;Y
1245;3;vast echidna;13;Z;Y;Y
1246;9;dusty sawfish;5;M;N;N
1247;7;entire peafowl;20;M;Y;Y
1248;5;quick pig;16;M;Y;N
1249;3;regional parakeet;18;M;Y;Y
1250;3;fragile rat;16;Z;Y;Y
1251;7;jolly wildebeest;2;M;Y;N
1252;1;printed snipe;15;Z;N;N
1253;2;steady quail;6;Z;N;Y
1254;2;flying termite;8;M;Y;N
1255;6;excess gopher;19;Z;N;Y
1256;6;worldwide lizard;18;Z;N;Y
1257;4;recent squid;1;Z;N;Y
1258;7;determined dog;2;M;N;Y
1259;2;rational antlion;20;Z;Y;N
1260;7;concrete raven;4;Z;Y;Y
1261;2;digital caterpillar;5;Z;N;Y
1262;5;fun lark;7;M;N;N
1263;5;brave mandrill;7;Z;N;Y
1264;7;spontaneous bobolink;18;M;N;N
1265;8;fatal wren;7;Z;N;Y
1266;6;modern moose;15;M;Y;Y
1267;4;implicit baboon;11;Z;N;Y
1268;5;rainy rhinoceros;1;Z;N;N
1269;3;bored iguana;17;M;Y;N
1270;3;awkward lemming;9;M;N;Y
1271;6;friendly angelfish;5;Z;N;Y
1272;0;magnificent snake;9;M;N;N
1273;0;shaky pheasant;7;Z;N;N
1274;3;evil guineafowl;3;Z;Y;Y
1275;1;permanent fish;16;Z;Y;N
1276;1;prickly minnow;9;Z;Y;Y
1277;9;unacceptable booby;4;M;N;Y
1278;9;excited guppy;19;M;N;N
1279;9;present marmoset;5;Z;N;N
1280;2;perfect haddock;8;Z;N;Y
1281;2;disturbed crocodile;16;Z;Y;Y
1282;4;fast tiglon;8;Z;Y;N
1283;8;hon hawk;3;M;Y;Y
1284;2;dominant toad;17;M;Y;Y
1285;9;bewildered ape;19;Z;Y;N
1286;8;enormous gerbil;3;M;Y;Y
1287;7;eligible ant;19;M;Y;N
1288;8;literary whippet;12;Z;Y;Y
1289;1;ministerial dormouse;15;M;Y;Y
1290;8;parliamentary fish;9;M;N;Y
1291;2;quick crayfish;12;Z;N;N
1292;4;watery lemming;13;M;Y;Y
1293;9;squealing marmot;4;M;N;N
1294;3;wicked vole;19;M;Y;Y
1295;3;ok ox;15;M;N;Y
1296;6;external armadillo;13;Z;N;Y
1297;9;profitable kangaroo;2;M;Y;N
1298;8;fellow squid;17;M;N;N
1299;8;governing swordfish;1;Z;N;Y
1300;7;holy coyote;7;M;Y;Y
1301;3;bumpy frog;14;M;Y;Y
1302;8;crowded earwig;4;M;N;Y
1303;7;ministerial anglerfish;15;M;Y;Y
1304;2;friendly hoverfly;7;Z;N;Y
1305;4;subjective capybara;10;M;Y;N
1306;2;enthusiastic dog;19;M;N;Y
1307;3;damaged constrictor;20;Z;N;N
1308;6;filthy quelea;18;Z;Y;Y
1309;4;tremendous damselfly;19;Z;N;Y
1310;3;spotless antlion;17;Z;N;N
1311;3;semantic grasshopper;8;M;N;N
1312;9;worthy tuna;13;M;N;Y
1313;4;okay dingo;3;Z;Y;Y
1314;3;chronic tarantula;15;Z;N;Y
1315;7;bright lynx;11;M;Y;N
1316;6;controversial junglefowl;11;Z;Y;Y
1317;3;aggressive rodent;4;Z;N;Y
1318;6;charming cougar;4;Z;N;N
1319;8;odd swift;13;Z;Y;Y
1320;4;established hare;9;M;N;N
1321;0;electrical pike;2;Z;N;Y
1322;8;still crane;11;Z;Y;N
1323;1;lonely bonobo;8;M;Y;N
1324;7;expected bug;11;M;N;N
1325;8;flaky dog;3;M;N;Y
1326;9;bitter snake;7;M;N;N
1327;9;insufficient felidae;6;M;N;N
1328;0;tender guineafowl;19;M;N;N
1329;8;dangerous koi;13;Z;Y;N
1330;3;fuzzy angelfish;19;M;N;N
1331;6;inland deer;4;M;Y;Y
1332;1;Sound dinosaur;10;M;Y;Y
1333;7;straight goat;10;Z;Y;N
1334;1;representative mole;10;Z;Y;N
1335;4;specific dormouse;19;Z;Y;N
1336;0;sudden jay;14;Z;Y;Y
1337;4;eastern bobcat;10;Z;Y;N
1338;4;inevitable swordfish;11;M;N;N
1339;2;uncertain horse;10;M;Y;Y
1340;9;territorial flamingo;15;M;Y;Y
1341;8;associated egret;2;Z;Y;Y
1342;1;faint barracuda;14;Z;Y;N
1343;7;juicy zebra;11;M;Y;N
1344;6;modest raccoon;6;M;Y;Y
1345;3;helpful sloth;17;M;N;Y
1346;3;brave peafowl;17;Z;N;Y
1347;3;electric canid;12;M;Y;N
1348;3;conscious kangaroo;17;Z;Y;N
1349;6;reasonable squirrel;4;Z;Y;N
1350;9;yellow caribou;10;M;N;N
1351;4;cold stingray;8;Z;N;N
1352;1;beneficial duck;5;M;N;N
1353;3;added vicuna;8;M;N;N
1354;0;salty bison;9;Z;Y;N
1355;2;available echidna;16;Z;Y;N
1356;2;casual mackerel;1;M;N;N
1357;7;bored crab;9;Z;N;Y
